"Feature","Individual_Correlation","Bootstrap_Stability","Mean_Abs_SHAP","Mean_SHAP"
"Percent_Fine_Sand",0.571262757647739,0.52,95.3387130352381,5.46038506183674
"Effect_Size_SpC_microsiemens_per_cm",0.390624933321631,0.73,73.7903249020748,-0.778623969625849
"Median_ATP_picomoles_per_g",0.535874563858294,0.45,72.401912514898,-0.0971841760544225
"Effect_Size_N_percent_per_mg",0.10690254387347,0.31,35.1590052347279,0.350992745
"Median_Temperature_degC",0.0515411941249564,0.07,25.525308642415,1.3893456579932
"Effect_Size_C_percent_per_mg",0.203595945445439,0.38,24.4146810733673,0.924764441802719
