"fold","r2_full","r2_selected","rmse_full","rmse_selected"
1,0.122562928157243,0.0893892885423296,3.6385096615041,3.73403123003584
2,0.497637011283751,0.242377266130983,2.45870326364485,2.91455895821109
3,0.650009729005791,0.764093671706764,2.53255782000099,2.46027425019
4,0.36544670556384,0.265528996284815,3.12584141324906,3.42468464965549
5,0.599270898498466,0.397468471304925,2.15719264205207,2.66026213816449
